CityTown;Population;Latitude;Longitude
Chelyabinsk, Degtyareva, 81;151;55.248509;61.397766
Chelyabinsk, Degtyareva, 83;136;55.24758;61.397802
Chelyabinsk, Degtyareva, 85;54;55.245958;61.397909
Chelyabinsk, Degtyareva, 88;31;55.247801;61.397011
Chelyabinsk, Degtyareva, 89;167;55.244583;61.397954
Chelyabinsk, Degtyareva, 91;243;55.243582;61.398385
Chelyabinsk, Degtyareva, 94;43;55.24701;61.397038
Chelyabinsk, Degtyareva, 96;135;55.245404;61.396526
Chelyabinsk, Degtyareva, 98;76;55.24485;61.396724
Chelyabinsk, Derbentskaya, 46;148;55.099031;61.48616
Chelyabinsk, Derbentskaya, 47;29;55.098908;61.487822
Chelyabinsk, Dzerzhinskogo, 10;43;55.122349;61.467125
Chelyabinsk, Dzerzhinskogo, 101;177;55.13199;61.430563
Chelyabinsk, Dzerzhinskogo, 101a;198;55.130251;61.429431
Chelyabinsk, Dzerzhinskogo, 102;28;55.132129;61.435073
Chelyabinsk, Dzerzhinskogo, 103;83;55.132155;61.429773
Chelyabinsk, Dzerzhinskogo, 103a;185;55.130683;61.428677
Chelyabinsk, Dzerzhinskogo, 104;52;55.13269;61.433878
Chelyabinsk, Dzerzhinskogo, 109;44;55.132659;61.426862
Chelyabinsk, Dzerzhinskogo, 111;55;55.132803;61.426188
Chelyabinsk, Dzerzhinskogo, 113;60;55.13303;61.424958
Chelyabinsk, Dzerzhinskogo, 117;64;55.133205;61.423754
Chelyabinsk, Dzerzhinskogo, 119;60;55.133334;61.423116
Chelyabinsk, Dzerzhinskogo, 121;188;55.133385;61.422433
Chelyabinsk, Dzerzhinskogo, 123;77;55.133056;61.421499
Chelyabinsk, Dzerzhinskogo, 128;92;55.133575;61.427509
Chelyabinsk, Dzerzhinskogo, 130;28;55.133961;61.425577
Chelyabinsk, Dzerzhinskogo, 132;56;55.134198;61.424356
Chelyabinsk, Dzerzhinskogo, 16;90;55.123162;61.464151
Chelyabinsk, Dzerzhinskogo, 18;170;55.12325;61.463379
Chelyabinsk, Dzerzhinskogo, 19a;114;55.121201;61.462965
Chelyabinsk, Dzerzhinskogo, 20;127;55.123368;61.462624
Chelyabinsk, Dzerzhinskogo, 21;103;55.122236;61.46204
Chelyabinsk, Dzerzhinskogo, 22a;181;55.124228;61.46151
Chelyabinsk, Dzerzhinskogo, 27;29;55.123204;61.458231
Chelyabinsk, Dzerzhinskogo, 4;124;55.121165;61.471095
Chelyabinsk, Dzerzhinskogo, 5a;131;55.120938;61.469146
Chelyabinsk, Dzerzhinskogo, 8;65;55.12188;61.468113
Chelyabinsk, Dzerzhinskogo, 82;158;55.129741;61.442888
Chelyabinsk, Dzerzhinskogo, 83;217;55.129803;61.439483
Chelyabinsk, Dzerzhinskogo, 84;173;55.129973;61.442448
Chelyabinsk, Dzerzhinskogo, 85;94;55.130462;61.438989
Chelyabinsk, Dzerzhinskogo, 86;236;55.130441;61.441711
Chelyabinsk, Dzerzhinskogo, 87;168;55.130518;61.438181
Chelyabinsk, Dzerzhinskogo, 88;92;55.130915;61.44084
Chelyabinsk, Dzerzhinskogo, 89;32;55.130673;61.437435
Chelyabinsk, Dzerzhinskogo, 90;44;55.131692;61.440256
Chelyabinsk, Dzerzhinskogo, 91;93;55.130832;61.436663
Chelyabinsk, Dzerzhinskogo, 92;55;55.131239;61.439268
Chelyabinsk, Dzerzhinskogo, 95;86;55.131393;61.433105
Chelyabinsk, Dzerzhinskogo, 97;146;55.131645;61.432243
Chelyabinsk, Dzerzhinskogo, 97a;164;55.130806;61.431713
Chelyabinsk, Dzerzhinskogo, 97b;325;55.132227;61.431066
Chelyabinsk, Dzerzhinskogo, 99;76;55.13182;61.431416
Chelyabinsk, Dzerzhinskogo, 99a;43;55.129895;61.43015
Chelyabinsk, Dzerzhinskogo, 99b;59;55.13075;61.430824
Chelyabinsk, Dmitriya Neapolitanova, 10;791;55.111027;61.371589
Chelyabinsk, Dmitriya Neapolitanova, 12;36;55.111202;61.370385
Chelyabinsk, Dmitriya Neapolitanova, 14;501;55.111954;61.371589
Chelyabinsk, Dmitriya Neapolitanova, 8;3 473;55.110434;61.370232
Chelyabinsk, Dneprovskaya, 10;603;55.103059;61.485603
Chelyabinsk, Dneprovskaya, 12;73;55.102889;61.484929
Chelyabinsk, Dneprovskaya, 29;59;55.101988;61.483761
Chelyabinsk, Dneprovskaya, 2b;99;55.104816;61.491406
Chelyabinsk, Dnepropetrovskaya, 13;101;55.112077;61.345798
Chelyabinsk, Dnepropetrovskaya, 14;38;55.111825;61.345529
Chelyabinsk, Dnepropetrovskaya, 17;64;55.111423;61.347271
Chelyabinsk, Dnepropetrovskaya, 2;65;55.112927;61.342438
Chelyabinsk, Dnepropetrovskaya, 20;40;55.111305;61.346732
Chelyabinsk, Dnepropetrovskaya, 4;329;55.112345;61.343121
Chelyabinsk, Dovatora, 10;453;55.139303;61.403281
Chelyabinsk, Dovatora, 10a;223;55.140132;61.404521
Chelyabinsk, Dovatora, 10v;166;55.138861;61.403371
Chelyabinsk, Dovatora, 16;60;55.139221;61.39923
Chelyabinsk, Dovatora, 16a;58;55.139957;61.400317
Chelyabinsk, Dovatora, 18;106;55.139653;61.398502
Chelyabinsk, Dovatora, 19;160;55.142067;61.390956
Chelyabinsk, Dovatora, 20;188;55.140116;61.397505
Chelyabinsk, Dovatora, 20a;65;55.141264;61.398493
Chelyabinsk, Dovatora, 21a;424;55.142051;61.389501
Chelyabinsk, Dovatora, 22;95;55.140482;61.39667
Chelyabinsk, Dovatora, 22a;216;55.141341;61.397173
Chelyabinsk, Dovatora, 22b;133;55.140878;61.396661
Chelyabinsk, Dovatora, 22v;239;55.141717;61.39826
Chelyabinsk, Dovatora, 24;64;55.140919;61.39534
Chelyabinsk, Dovatora, 24a;32;55.141387;61.395978
Chelyabinsk, Dovatora, 24b;371;55.141917;61.396571
Chelyabinsk, Dovatora, 30d;656;55.142597;61.393184
Chelyabinsk, Dovatora, 33;57;55.145617;61.383105
Chelyabinsk, Dovatora, 34a;669;55.143785;61.390714
Chelyabinsk, Dovatora, 34b;255;55.143492;61.391639
Chelyabinsk, Dovatora, 34g;99;55.143955;61.392753
Chelyabinsk, Dovatora, 42;45;55.145426;61.385351
Chelyabinsk, Dovatora, 42b;121;55.146193;61.386276
Chelyabinsk, Dovatora, 42v;284;55.145756;61.386555
Chelyabinsk, Dovatora, 44a;87;55.146512;61.386617
Chelyabinsk, Dovatora, 4a;301;55.13935;61.407431
Chelyabinsk, Dovatora, 4b;215;55.139149;61.408393
Chelyabinsk, Dovatora, 6;180;55.138012;61.406937
Chelyabinsk, Dovatora, 6a;46;55.138696;61.407387
Chelyabinsk, Dovatora, 6b;184;55.138413;61.406982
Chelyabinsk, Dovatora, 8;200;55.138346;61.405033
Chelyabinsk, Domennaya, 45;76;55.244203;61.393247
Chelyabinsk, Dorozhnaya (Isakovo), 1;33;55.04205;61.438127
Chelyabinsk, Druzhby, 15;44;55.249951;61.374724
Chelyabinsk, Druzhby, 23;175;55.249869;61.371876
Chelyabinsk, Druzhby, 25;62;55.249889;61.369828
Chelyabinsk, Druzhby, 27;42;55.24971;61.369082
Chelyabinsk, Druzhby, 3;62;55.249776;61.378497
Chelyabinsk, Druzhby, 4a;32;55.251326;61.371867
Chelyabinsk, Druzhby, 8;121;55.250372;61.370277
Chelyabinsk, Dubovaya, 16a;49;55.083652;61.338333
Chelyabinsk, Dubovaya, 18a;72;55.083539;61.337201
Chelyabinsk, Dubovaya, 4;70;55.083889;61.34083
Chelyabinsk, Evteeva, 1;184;55.150407;61.41707
Chelyabinsk, Evteeva, 4;33;55.150952;61.416756
Chelyabinsk, Evteeva, 6;44;55.15054;61.414151
Chelyabinsk, Evteeva, 8;37;55.150504;61.412803
Chelyabinsk, Elkina, 110;118;55.143631;61.400083
Chelyabinsk, Elkina, 43;196;55.162232;61.398655
Chelyabinsk, Elkina, 45;67;55.161563;61.398691
Chelyabinsk, Elkina, 59;167;55.158009;61.398978
Chelyabinsk, Elkina, 61a;30;55.156718;61.400101
Chelyabinsk, Elkina, 63;31;55.15624;61.399167
Chelyabinsk, Elkina, 63b;107;55.154486;61.399392
Chelyabinsk, Elkina, 76a;179;55.155736;61.397676
Chelyabinsk, Elkina, 80;34;55.154316;61.398143
Chelyabinsk, Elkina, 80a;281;55.15393;61.397487
Chelyabinsk, Elkina, 81a;33;55.149192;61.399131
Chelyabinsk, Elkina, 82;119;55.153478;61.397945
Chelyabinsk, Elkina, 84;157;55.152917;61.397873
Chelyabinsk, Elkina, 84a;57;55.153179;61.397128
Chelyabinsk, Elkina, 84g;65;55.153483;61.394684
Chelyabinsk, Elkina, 86;31;55.152336;61.397918
Chelyabinsk, Elkina, 88a;1 213;55.151955;61.397802
Chelyabinsk, Elkina, 88b;40;55.151574;61.395448
Chelyabinsk, Elkina, 90b;85;55.150648;61.396185
Chelyabinsk, Elkina, 92;43;55.149851;61.398134
Chelyabinsk, Elkina, 92b;175;55.149851;61.39631
Chelyabinsk, Elkina, 94;185;55.148961;61.397837
Chelyabinsk, Elkina, 96;89;55.148349;61.398233
Chelyabinsk, Elkina, 96a;103;55.148282;61.397469
Chelyabinsk, Erevanskaya, 10;64;55.114209;61.464115
Chelyabinsk, Erevanskaya, 14;190;55.115228;61.461016
Chelyabinsk, Erevanskaya, 18;122;55.11564;61.457099
Chelyabinsk, Erevanskaya, 20;291;55.115501;61.455545
Chelyabinsk, Erevanskaya, 22;128;55.116042;61.456408
Chelyabinsk, Erevanskaya, 3;33;55.112824;61.466289
Chelyabinsk, Erevanskaya, 34;47;55.116088;61.452769
Chelyabinsk, Erevanskaya, 51;50;55.116567;61.447056
Chelyabinsk, Zhukova, 1;100;55.259751;61.391441
Chelyabinsk, Zhukova, 11;122;55.256098;61.391702
Chelyabinsk, Zhukova, 11a;54;55.256052;61.393148
Chelyabinsk, Zhukova, 13;64;55.255611;61.391828
Chelyabinsk, Zhukova, 13a;52;55.255631;61.392627
Chelyabinsk, Zhukova, 15;36;55.25501;61.391702
Chelyabinsk, Zhukova, 18a;63;55.255575;61.389537
Chelyabinsk, Zhukova, 19;67;55.254112;61.391675
Chelyabinsk, Zhukova, 25;185;55.253271;61.391693
Chelyabinsk, Zhukova, 28;49;55.253153;61.390381
Chelyabinsk, Zhukova, 32;68;55.252024;61.390301
Chelyabinsk, Zhukova, 37;32;55.250279;61.391927
Chelyabinsk, Zhukova, 37a;342;55.250515;61.392573
Chelyabinsk, Zhukova, 4;86;55.259253;61.389636
Chelyabinsk, Zhukova, 43;55;55.248529;61.392681
Chelyabinsk, Zhukova, 44;45;55.247277;61.393472
Chelyabinsk, Zhukova, 48;42;55.246538;61.394936
Chelyabinsk, Zhukova, 49;60;55.247077;61.395699
Chelyabinsk, Zhukova, 50;79;55.246148;61.395708
Chelyabinsk, Zhukova, 52a;101;55.244824;61.395403
Chelyabinsk, Zhukova, 53;80;55.246487;61.39702
Chelyabinsk, Zhukova, 8;37;55.25793;61.389699
Chelyabinsk, Zavalishina, 39;609;55.186042;61.470269
Chelyabinsk, Zavalishina, 4;525;55.185769;61.473107
Chelyabinsk, Zavodskaya (Shershni), 8v;32;55.153452;61.305293
Chelyabinsk, Zagorodnaya, 10;234;55.143307;61.399302
Chelyabinsk, Zagorodnaya, 12;117;55.143265;61.398664
Chelyabinsk, Zagorodnaya, 14;114;55.14326;61.397784
Chelyabinsk, Zagorodnaya, 16;57;55.14325;61.397146
Chelyabinsk, Zagorodnaya, 18;86;55.143286;61.396688
Chelyabinsk, Zaltsmana, 10;593;55.170172;61.53157
Chelyabinsk, Zaltsmana, 14;310;55.170218;61.529099
Chelyabinsk, Zaltsmana, 16;503;55.169324;61.528767
Chelyabinsk, Zaltsmana, 18;100;55.168871;61.527249
Chelyabinsk, Zaltsmana, 20;86;55.168624;61.526521
Chelyabinsk, Zaltsmana, 22;173;55.16884;61.525632
Chelyabinsk, Zaltsmana, 26;197;55.168311;61.523503
Chelyabinsk, Zaltsmana, 28;198;55.167935;61.523853
Chelyabinsk, Zaltsmana, 30;106;55.167678;61.523143
Chelyabinsk, Zaltsmana, 32;43;55.167699;61.521338
Chelyabinsk, Zaltsmana, 34;186;55.16702;61.521095
Chelyabinsk, Zaltsmana, 36;43;55.167272;61.519981
Chelyabinsk, Zaltsmana, 40;479;55.166572;61.517915
Chelyabinsk, Zaltsmana, 42;32;55.166428;61.516972
Chelyabinsk, Zaltsmana, 44;32;55.166696;61.516056
Chelyabinsk, Zaltsmana, 46;98;55.167524;61.516173
Chelyabinsk, Zaltsmana, 48;321;55.168408;61.516774
Chelyabinsk, Zaltsmana, 8;205;55.171015;61.531983
Chelyabinsk, Zaslonova, 1;44;55.124259;61.399535
Chelyabinsk, Zaslonova, 12;42;55.118591;61.390911
Chelyabinsk, Zaslonova, 14a;60;55.117448;61.390256
Chelyabinsk, Zaslonova, 2;227;55.123631;61.398619
Chelyabinsk, Zaslonova, 3;43;55.12309;61.397559
Chelyabinsk, Zaslonova, 9;42;55.119914;61.392942
Chelyabinsk, Zakharenko, 1;33;55.198463;61.316333
Chelyabinsk, Zakharenko, 11;559;55.198427;61.305239
Chelyabinsk, Zakharenko, 11a;363;55.19687;61.303667
Chelyabinsk, Zakharenko, 11b;313;55.197322;61.304628
Chelyabinsk, Zakharenko, 15;84;55.197322;61.300676
Chelyabinsk, Zakharenko, 17;234;55.195781;61.299544
Chelyabinsk, Zakharenko, 1a;153;55.198119;61.315695
Chelyabinsk, Zakharenko, 1v;81;55.197317;61.315848
Chelyabinsk, Zakharenko, 2;283;55.199352;61.315103
Chelyabinsk, Zakharenko, 2a;125;55.199712;61.316773
Chelyabinsk, Zakharenko, 2b;132;55.200025;61.31451
Chelyabinsk, Zakharenko, 3v;111;55.197759;61.312246
Chelyabinsk, Zakharenko, 5;441;55.198448;61.31089
Chelyabinsk, Zakharenko, 6;59;55.199116;61.312668
Chelyabinsk, Zakharenko, 6b;216;55.19984;61.312542
Chelyabinsk, Zakharenko, 7;172;55.198103;61.308698
Chelyabinsk, Zakharenko, 9;257;55.198108;61.307781
Chelyabinsk, Zakharenko, 9a;212;55.197158;61.307503
Chelyabinsk, Zakharenko, 9b;108;55.198391;61.306946
Chelyabinsk, Zvenigorodskaya, 44;199;55.189444;61.271121
Chelyabinsk, Zvenigorodskaya, 48;57;55.189989;61.27175
Chelyabinsk, Zvenigorodskaya, 52;423;55.190632;61.272999
Chelyabinsk, Zvenigorodskaya, 54;187;55.190421;61.274175
Chelyabinsk, Zvenigorodskaya, 56a;356;55.19058;61.275855
Chelyabinsk, Zvenigorodskaya, 58;98;55.191294;61.274508
Chelyabinsk, Zvenigorodskaya, 62;667;55.191515;61.27599
Chelyabinsk, Zvenigorodskaya, 64;149;55.192127;61.276511
Chelyabinsk, Zvenigorodskaya, 66;110;55.191392;61.277337
Chelyabinsk, Zvenigorodskaya, 68;169;55.192661;61.278335
Chelyabinsk, Zernovaya, 4;38;55.085698;61.341729
Chelyabinsk, Zernovaya, 9;40;55.084296;61.342591
Chelyabinsk, Znamenskaya, 12;116;55.122673;61.367717
Chelyabinsk, Znamenskaya, 2;42;55.124418;61.370403
Chelyabinsk, Znamenskaya, 3;40;55.123425;61.369774
Chelyabinsk, Ignatiya Vandysheva, 4;268;55.185112;61.343543
Chelyabinsk, Ignatiya Vandysheva, 6;64;55.184058;61.342852
Chelyabinsk, Ignatiya Vandysheva, 6a;328;55.184073;61.341037
Chelyabinsk, Irbitskaya 2-ya, 1;84;55.23635;61.301484
Chelyabinsk, Kavkazskaya, 29;66;55.236658;61.385054
Chelyabinsk, Kavkazskaya, 31;171;55.237156;61.384291
Chelyabinsk, Kalinina, 1;196;55.17882;61.407952
Chelyabinsk, Kalinina, 10;66;55.179868;61.402158
Chelyabinsk, Kalinina, 11;92;55.179395;61.401404
Chelyabinsk, Kalinina, 11v;211;55.178928;61.401718
Chelyabinsk, Kalinina, 11g;214;55.178203;61.402176
Chelyabinsk, Kalinina, 13a;51;55.178959;61.39649
Chelyabinsk, Kalinina, 16;76;55.180007;61.396535
Chelyabinsk, Kalinina, 18;76;55.179987;61.395664
Chelyabinsk, Kalinina, 19;76;55.178424;61.392483
Chelyabinsk, Kalinina, 2;43;55.180922;61.405689
Chelyabinsk, Kalinina, 20;43;55.17993;61.394828
Chelyabinsk, Kalinina, 21a;27;55.178491;61.391639
Chelyabinsk, Kalinina, 23;81;55.178907;61.390238
Chelyabinsk, Kalinina, 24;40;55.179935;61.393031
Chelyabinsk, Kalinina, 26;31;55.179848;61.392232
Chelyabinsk, Kalinina, 3;61;55.17955;61.406282
Chelyabinsk, Kalinina, 30;143;55.179802;61.389591
Chelyabinsk, Kalinina, 30 a;58;55.180537;61.389348
Chelyabinsk, Kalinina, 32;142;55.179812;61.388764
Chelyabinsk, Kalinina, 34;65;55.17976;61.387929
Chelyabinsk, Kalinina, 4;297;55.180943;61.404772
Chelyabinsk, Kalinina, 5b;385;55.178141;61.404799
Chelyabinsk, Kalinina, 6;31;55.180891;61.403919
Chelyabinsk, Kalinina, 8;224;55.180871;61.403111
Chelyabinsk, Kalinina, 9;233;55.179056;61.403003
Chelyabinsk, Kaliningradskaya, 21a stroenie 1;32;55.116021;61.348996
Chelyabinsk, Kaliningradskaya, 21b;84;55.115749;61.349562
Chelyabinsk, Kaliningradskaya, 23;73;55.116593;61.349104
Chelyabinsk, Kaliningradskaya, 24a;110;55.117437;61.348125
Chelyabinsk, Kanatovskiy pereulok, 11;51;55.101344;61.486681
Chelyabinsk, Karla Libknekhta, 1;29;55.155432;61.400191
Chelyabinsk, Karla Libknekhta, 18;42;55.156163;61.392448
Chelyabinsk, Karla Libknekhta, 22;56;55.155895;61.390435
Chelyabinsk, Karla Libknekhta, 28a;265;55.155854;61.387875
Chelyabinsk, Karla Libknekhta, 32;47;55.155793;61.386034
Chelyabinsk, Karla Libknekhta, 34;210;55.156255;61.385522
Chelyabinsk, Karla Libknekhta, 36;45;55.156194;61.384578
Chelyabinsk, Karla Libknekhta, 9;137;55.155252;61.387246
Chelyabinsk, Karla Marksa, 73;187;55.165369;61.412444
Chelyabinsk, Karla Marksa, 81;1 262;55.165313;61.409785
Chelyabinsk, Karla Marksa, 83;1 225;55.165179;61.40744
Chelyabinsk, Karpenko, 15;81;55.178157;61.441936
Chelyabinsk, Karpenko, 17;235;55.177812;61.440373
Chelyabinsk, Karpenko, 24;79;55.177519;61.436133
Chelyabinsk, Karpenko, 28;55;55.177195;61.434597
Chelyabinsk, Karpenko, 30;186;55.17701;61.43377
Chelyabinsk, Karpenko, 33;36;55.176645;61.434758
Chelyabinsk, Karpenko, 34;76;55.176722;61.432351
Chelyabinsk, Karpenko, 36;54;55.176522;61.43139
Chelyabinsk, Karpenko, 9;55;55.178624;61.444244
Chelyabinsk, Karpenko, 9a;56;55.178141;61.44481
Chelyabinsk, Kaslinskaya, 101a;242;55.174743;61.396562
Chelyabinsk, Kaslinskaya, 101b;1 307;55.174738;61.395565
Chelyabinsk, Kaslinskaya, 15;140;55.190061;61.392421
Chelyabinsk, Kaslinskaya, 17;108;55.189264;61.392888
Chelyabinsk, Kaslinskaya, 17a;395;55.189578;61.393786
Chelyabinsk, Kaslinskaya, 17b;230;55.189311;61.394873
Chelyabinsk, Kaslinskaya, 19;85;55.188201;61.39349
Chelyabinsk, Kaslinskaya, 19a;62;55.187281;61.395017
Chelyabinsk, Kaslinskaya, 19b;267;55.188036;61.395349
Chelyabinsk, Kaslinskaya, 19v;232;55.188607;61.397011
Chelyabinsk, Kaslinskaya, 21a;234;55.187358;61.397137
Chelyabinsk, Kaslinskaya, 21b;299;55.18761;61.400119
Chelyabinsk, Kaslinskaya, 23;445;55.185949;61.39446
Chelyabinsk, Kaslinskaya, 23a;68;55.186247;61.395547
Chelyabinsk, Kaslinskaya, 23b;56;55.186386;61.396517
Chelyabinsk, Kaslinskaya, 23v;51;55.186417;61.397505
Chelyabinsk, Kaslinskaya, 24;116;55.191022;61.390884
Chelyabinsk, Kaslinskaya, 25;446;55.184788;61.39455
Chelyabinsk, Kaslinskaya, 25a;164;55.185173;61.396167
Chelyabinsk, Kaslinskaya, 25b;117;55.185739;61.395664
Chelyabinsk, Kaslinskaya, 27;119;55.182223;61.394855
Chelyabinsk, Kaslinskaya, 27a;87;55.18231;61.395744
Chelyabinsk, Kaslinskaya, 28;58;55.189691;61.391666
Chelyabinsk, Kaslinskaya, 29;179;55.180876;61.394927
Chelyabinsk, Kaslinskaya, 34;109;55.187712;61.392744
Chelyabinsk, Kaslinskaya, 36;95;55.186875;61.393148
Chelyabinsk, Kaslinskaya, 36a;133;55.186674;61.392151
Chelyabinsk, Kaslinskaya, 38;57;55.185836;61.393526
Chelyabinsk, Kaslinskaya, 40;60;55.185322;61.393606
Chelyabinsk, Kaslinskaya, 44;130;55.183642;61.393786
Chelyabinsk, Kaslinskaya, 46;72;55.18304;61.393669
Chelyabinsk, Kaslinskaya, 46a;65;55.18303;61.393022
Chelyabinsk, Kaslinskaya, 48;181;55.1823;61.393867
Chelyabinsk, Kaslinskaya, 48a;87;55.182238;61.393292
Chelyabinsk, Kaslinskaya, 50;216;55.181493;61.39393
Chelyabinsk, Kaslinskaya, 50a;120;55.181498;61.393337
Chelyabinsk, Kaslinskaya, 52;86;55.180747;61.394047
Chelyabinsk, Kaslinskaya, 54;178;55.17991;61.393894
Chelyabinsk, Kaslinskaya, 56;32;55.178444;61.394208
Chelyabinsk, Kaslinskaya, 56a;34;55.178115;61.393373
Chelyabinsk, Kaslinskaya, 60;35;55.176162;61.394226
Chelyabinsk, Kaslinskaya, 60b;141;55.175972;61.392681
Chelyabinsk, Kaslinskaya, 62a;100;55.175637;61.39331
Chelyabinsk, Kaslinskaya, 97;38;55.176213;61.395098
Chelyabinsk, Kaslinskaya, 97b;61;55.176218;61.397272
Chelyabinsk, Kaslinskaya, 97v;406;55.176702;61.396759
Chelyabinsk, Kaslinskaya, 99;112;55.175483;61.395134
Chelyabinsk, Kaslinskaya, 99a;126;55.175601;61.396211
Chelyabinsk, Kaslinskaya, 99v;873;55.175242;61.397388
Chelyabinsk, Kerchenskaya, 6;61;55.11943;61.376314
Chelyabinsk, Kirova, 1;32;55.182937;61.399706
Chelyabinsk, Kirova, 108;519;55.16251;61.399508
Chelyabinsk, Kirova, 110;87;55.161939;61.400254
Chelyabinsk, Kirova, 13a;223;55.17645;61.401449
Chelyabinsk, Kirova, 15a;78;55.175812;61.401646
Chelyabinsk, Kirova, 163;104;55.162499;61.401116
Chelyabinsk, Kirova, 167;357;55.161707;61.40144
Chelyabinsk, Kirova, 17a;358;55.175134;61.401314
Chelyabinsk, Kirova, 19a;187;55.174501;61.401727
Chelyabinsk, Kirova, 1a;46;55.182901;61.400847
Chelyabinsk, Kirova, 2;46;55.182768;61.398394
Chelyabinsk, Kirova, 21;175;55.174568;61.404162
Chelyabinsk, Kirova, 23;345;55.174172;61.400461
Chelyabinsk, Kirova, 23a;1 401;55.173874;61.400667
Chelyabinsk, Kirova, 3;65;55.181806;61.399643
Chelyabinsk, Kirova, 4a;138;55.182768;61.397316
Chelyabinsk, Kirova, 4b;132;55.181955;61.396571
Chelyabinsk, Kirova, 6a;87;55.181128;61.397676
Chelyabinsk, Kirova, 6b;86;55.181087;61.396939
Chelyabinsk, Kirova, 7;178;55.180038;61.400137
Chelyabinsk, Kirova, 9;119;55.178372;61.399913
Chelyabinsk, Kirova, 9/1;33;55.17754;61.400847
Chelyabinsk, Kirova, 9 1k;33;55.17754;61.400847
Chelyabinsk, Kirova, 9 2k;46;55.177617;61.401682
Chelyabinsk, Kirova, 9 4k;47;55.177432;61.403317
Chelyabinsk, Klary Tsetkin, 13;31;55.165426;61.383824
Chelyabinsk, Klary Tsetkin, 24;110;55.166387;61.383033
Chelyabinsk, Klary Tsetkin, 28;42;55.165338;61.38315
Chelyabinsk, Klary Tsetkin, 32;43;55.16378;61.383195
Chelyabinsk, Klary Tsetkin, 48;85;55.163055;61.383258
Chelyabinsk, Klubnaya (Novosineglazovo), 1;77;55.038289;61.368265
Chelyabinsk, Klubnaya (Novosineglazovo), 4;55;55.037789;61.36787
Chelyabinsk, Klyuchevaya (Novosineglazovo), 10;35;55.041663;61.380455
Chelyabinsk, Klyuchevaya (Novosineglazovo), 12;36;55.042045;61.381138
Chelyabinsk, Klyuchevaya (Novosineglazovo), 7;49;55.041106;61.379997
Chelyabinsk, Kovalevskoy, 8;37;55.171072;61.444244
Chelyabinsk, Kovalevskoy, 8a;38;55.170722;61.444541
Chelyabinsk, Kovshovoy, 11;54;55.117715;61.349149
Chelyabinsk, Kovshovoy, 13;297;55.118122;61.346822
Chelyabinsk, Kovshovoy, 2;76;55.117319;61.352652
Chelyabinsk, Kovshovoy, 3;58;55.116974;61.351808
Chelyabinsk, Kovshovoy, 4;158;55.117839;61.350972
Chelyabinsk, Kovshovoy, 5;76;55.116959;61.351035
Chelyabinsk, Kovshovoy, 6;87;55.118338;61.349023
Chelyabinsk, Kovshovoy, 7;91;55.117391;61.350891
Chelyabinsk, Kolsanova, 6;138;55.138032;61.394065
Chelyabinsk, Kolkhoznaya (Kolkhoznyy), 25;36;55.182948;61.378685
Chelyabinsk, Kolkhoznaya (Kolkhoznyy), 27;106;55.181986;61.37873
Chelyabinsk, Kolkhoznaya (Kolkhoznyy), 36;445;55.182876;61.376826
Chelyabinsk, Komarova, 110;252;55.177452;61.457234
Chelyabinsk, Komarova, 110a;49;55.178306;61.455985
Chelyabinsk, Komarova, 112;383;55.175488;61.455761
Chelyabinsk, Komarova, 112a;167;55.176645;61.454845
Chelyabinsk, Komarova, 114;113;55.173787;61.454422
Chelyabinsk, Komarova, 114a;106;55.175046;61.453758
Chelyabinsk, Komarova, 116;179;55.172897;61.453713
Chelyabinsk, Komarova, 125;343;55.180429;61.461384
Chelyabinsk, Komarova, 127;100;55.178933;61.460369
Chelyabinsk, Komarova, 127b;59;55.179334;61.461321
Chelyabinsk, Komarova, 129;137;55.178403;61.460324
Chelyabinsk, Komarova, 131;217;55.177529;61.4593
Chelyabinsk, Komarova, 133a;16;55.175735;61.45966
Chelyabinsk, Komarova, 133b;104;55.176835;61.459695
Chelyabinsk, Komarova, 135;233;55.174753;61.457297
Chelyabinsk, Komarova, 135a;50;55.174511;61.458698
Chelyabinsk, Komarova, 137;66;55.173869;61.456461
Chelyabinsk, Komarova, 137a;68;55.174213;61.45762
Chelyabinsk, Komarova, 39;488;55.190385;61.469721
Chelyabinsk, Komarovskogo, 11;58;55.240554;61.37396
Chelyabinsk, Komarovskogo, 12a;76;55.241175;61.370169
Chelyabinsk, Komarovskogo, 13;101;55.239861;61.3714
Chelyabinsk, Komarovskogo, 3;42;55.240641;61.377796
Chelyabinsk, Komarovskogo, 4;31;55.242001;61.377257
Chelyabinsk, Komarovskogo, 5;109;55.240287;61.376799
Chelyabinsk, Komarovskogo, 5a;117;55.241149;61.376547
Chelyabinsk, Komarovskogo, 6;117;55.241781;61.376062
Chelyabinsk, Komarovskogo, 6a;283;55.24139;61.374885
Chelyabinsk, Komarovskogo, 7a;63;55.240944;61.375676
Chelyabinsk, Komarovskogo, 8;197;55.241134;61.373143
Chelyabinsk, Komarovskogo, 8a;50;55.241904;61.373062
Chelyabinsk, Komarovskogo, 9;153;55.240733;61.37485
Chelyabinsk, Kommunarov, 10;74;55.141516;61.4373
Chelyabinsk, Kommunarov, 18;38;55.139463;61.435091
Chelyabinsk, Kommunarov, 18a;41;55.139561;61.434525
Chelyabinsk, Kommunarov, 2;127;55.144629;61.438585
Chelyabinsk, Kommunarov, 23;40;55.136077;61.433869
Chelyabinsk, Kommunarov, 34;189;55.134667;61.431911
