CityTown;Population;Latitude;Longitude
Chelyabinsk, Skulptora Golovnitskogo, 16;440;55.207783;61.283212
Chelyabinsk, Skulptora Golovnitskogo, 16a;83;55.208548;61.283347
Chelyabinsk, Skulptora Golovnitskogo, 16b;56;55.208584;61.282646
Chelyabinsk, Skulptora Golovnitskogo, 2;265;55.208291;61.28995
Chelyabinsk, Skulptora Golovnitskogo, 20;84;55.208343;61.281739
Chelyabinsk, Skulptora Golovnitskogo, 20a;61;55.208743;61.281604
Chelyabinsk, Skulptora Golovnitskogo, 24;431;55.208322;61.280041
Chelyabinsk, Skulptora Golovnitskogo, 26;84;55.208774;61.279736
Chelyabinsk, Skulptora Golovnitskogo, 28;102;55.207957;61.278856
Chelyabinsk, Skulptora Golovnitskogo, 32;235;55.209129;61.277095
Chelyabinsk, Skulptora Golovnitskogo, 4;206;55.20767;61.289564
Chelyabinsk, Skulptora Golovnitskogo, 8;493;55.208461;61.287758
Chelyabinsk, Smirnykh, 11;32;55.151749;61.371364
Chelyabinsk, Smirnykh, 13;89;55.151878;61.370304
Chelyabinsk, Smirnykh, 13b;636;55.150854;61.370331
Chelyabinsk, Smirnykh, 18;110;55.152572;61.369046
Chelyabinsk, Smirnykh, 1a;31;55.151904;61.375335
Chelyabinsk, Smirnykh, 7;2 033;55.151868;61.372855
Chelyabinsk, Sovetskaya (Novosineglazovo), 13;31;55.150067;61.312381
Chelyabinsk, Sovetskaya (Novosineglazovo), 26;42;55.152377;61.314016
Chelyabinsk, Sovetskaya (Novosineglazovo), 31;37;55.152048;61.313333
Chelyabinsk, Sovetskaya, 36;276;55.162453;61.406138
Chelyabinsk, Sovetskaya, 38;145;55.161224;61.40621
Chelyabinsk, Sovetskaya, 65;216;55.162145;61.406991
Chelyabinsk, Solnechnaya, 10;76;55.202645;61.318166
Chelyabinsk, Solnechnaya, 10a;30;55.203729;61.316639
Chelyabinsk, Solnechnaya, 10g;190;55.203;61.315606
Chelyabinsk, Solnechnaya, 11;58;55.198715;61.318768
Chelyabinsk, Solnechnaya, 13;34;55.198257;61.318768
Chelyabinsk, Solnechnaya, 14;84;55.201592;61.317375
Chelyabinsk, Solnechnaya, 14a;46;55.202209;61.317106
Chelyabinsk, Solnechnaya, 16;46;55.201161;61.317816
Chelyabinsk, Solnechnaya, 17;43;55.196942;61.318355
Chelyabinsk, Solnechnaya, 18;236;55.201073;61.316917
Chelyabinsk, Solnechnaya, 18a;76;55.202229;61.314878
Chelyabinsk, Solnechnaya, 18b;129;55.201351;61.314959
Chelyabinsk, Solnechnaya, 18v;297;55.201602;61.314357
Chelyabinsk, Solnechnaya, 19;40;55.19613;61.318337
Chelyabinsk, Solnechnaya, 20;61;55.199537;61.318166
Chelyabinsk, Solnechnaya, 20a;30;55.200138;61.317708
Chelyabinsk, Solnechnaya, 22;149;55.200082;61.316208
Chelyabinsk, Solnechnaya, 22a;77;55.20076;61.315722
Chelyabinsk, Solnechnaya, 22b;78;55.200611;61.314429
Chelyabinsk, Solnechnaya, 24;133;55.1978;61.317214
Chelyabinsk, Solnechnaya, 24a;90;55.196891;61.31486
Chelyabinsk, Solnechnaya, 24b;108;55.19669;61.315848
Chelyabinsk, Solnechnaya, 26a;70;55.196927;61.316639
Chelyabinsk, Solnechnaya, 26b;133;55.195873;61.316073
Chelyabinsk, Solnechnaya, 26v;148;55.195627;61.315372
Chelyabinsk, Solnechnaya, 28;65;55.195241;61.317259
Chelyabinsk, Solnechnaya, 40;154;55.193083;61.317348
Chelyabinsk, Solnechnaya, 44;78;55.192805;61.315929
Chelyabinsk, Solnechnaya, 46;46;55.192471;61.316477
Chelyabinsk, Solnechnaya, 52;242;55.191274;61.316558
Chelyabinsk, Solnechnaya, 54;64;55.190513;61.317348
Chelyabinsk, Solnechnaya, 56;31;55.190662;61.31601
Chelyabinsk, Solnechnaya, 6;128;55.202984;61.319055
Chelyabinsk, Solnechnaya, 6a;64;55.203508;61.318822
Chelyabinsk, Solnechnaya, 6b;124;55.203745;61.317672
Chelyabinsk, Solnechnaya, 6g;210;55.205517;61.316297
Chelyabinsk, Solnechnaya, 70;62;55.181565;61.3168
Chelyabinsk, Solnechnaya, 72;127;55.180989;61.316809
Chelyabinsk, Solnechnaya, 74;167;55.18046;61.316773
Chelyabinsk, Soni Krivoy, 24;548;55.158375;61.396571
Chelyabinsk, Soni Krivoy, 26;584;55.158261;61.395493
Chelyabinsk, Soni Krivoy, 28;623;55.158189;61.393238
Chelyabinsk, Soni Krivoy, 33;94;55.157788;61.392546
Chelyabinsk, Soni Krivoy, 35;430;55.157768;61.391648
Chelyabinsk, Soni Krivoy, 35a;91;55.157444;61.392088
Chelyabinsk, Soni Krivoy, 37;16;55.157752;61.390624
Chelyabinsk, Soni Krivoy, 37a;54;55.157408;61.390929
Chelyabinsk, Soni Krivoy, 42;53;55.157922;61.382746
Chelyabinsk, Soni Krivoy, 43;41;55.157366;61.387884
Chelyabinsk, Soni Krivoy, 43a;470;55.15676;61.387938
Chelyabinsk, Soni Krivoy, 45;147;55.157356;61.387103
Chelyabinsk, Soni Krivoy, 46;57;55.157845;61.380105
Chelyabinsk, Soni Krivoy, 47;41;55.157325;61.386285
Chelyabinsk, Soni Krivoy, 49;59;55.157598;61.38554
Chelyabinsk, Soni Krivoy, 49a;60;55.157068;61.385396
Chelyabinsk, Soni Krivoy, 50a;125;55.157768;61.376116
Chelyabinsk, Soni Krivoy, 51a;106;55.157063;61.384569
Chelyabinsk, Soni Krivoy, 52;30;55.157691;61.374733
Chelyabinsk, Soni Krivoy, 55;43;55.157228;61.382845
Chelyabinsk, Soni Krivoy, 63;35;55.157238;61.379341
Chelyabinsk, Soni Krivoy, 67;245;55.156852;61.377536
Chelyabinsk, Soni Krivoy, 67a;153;55.157341;61.377823
Chelyabinsk, Soni Krivoy, 69;84;55.157222;61.376763
Chelyabinsk, Sotsialisticheskaya, 10;32;55.253394;61.400595
Chelyabinsk, Sotsialisticheskaya, 12;36;55.25364;61.400146
Chelyabinsk, Sotsialisticheskaya, 2;126;55.25322;61.402149
Chelyabinsk, Sotsialisticheskaya, 26;37;55.253127;61.39605
Chelyabinsk, Sotsialisticheskaya, 34;38;55.253091;61.393705
Chelyabinsk, Sotsialisticheskaya, 36;37;55.253312;61.393049
Chelyabinsk, Sotsialisticheskaya, 36a;92;55.253676;61.39296
Chelyabinsk, Sotsialisticheskaya, 38;36;55.253086;61.392564
Chelyabinsk, Sotsialisticheskaya, 42;42;55.253055;61.390202
Chelyabinsk, Sotsialisticheskaya, 44;251;55.253512;61.38933
Chelyabinsk, Sotsialisticheskaya, 48;64;55.253322;61.387165
Chelyabinsk, Sotsialisticheskaya, 52;32;55.253225;61.385881
Chelyabinsk, Sotsialisticheskaya, 56;32;55.253025;61.384201
Chelyabinsk, Sotsialisticheskaya, 58;46;55.253348;61.383464
Chelyabinsk, Sotsialisticheskaya, 58a;56;55.253799;61.383294
Chelyabinsk, Sotsialisticheskaya, 62;32;55.253209;61.381623
Chelyabinsk, Sotsialisticheskaya, 64;116;55.253214;61.380931
Chelyabinsk, Sotsialisticheskaya, 66;108;55.253168;61.380221
Chelyabinsk, Sotsialisticheskaya, 8;69;55.253189;61.401
Chelyabinsk, Stalevarov, 11;53;55.25989;61.403281
Chelyabinsk, Stalevarov, 12;43;55.267661;61.401763
Chelyabinsk, Stalevarov, 13;156;55.259171;61.403353
Chelyabinsk, Stalevarov, 14;46;55.26721;61.402203
Chelyabinsk, Stalevarov, 15;185;55.257596;61.403416
Chelyabinsk, Stalevarov, 16;76;55.266605;61.402203
Chelyabinsk, Stalevarov, 19;52;55.256806;61.403461
Chelyabinsk, Stalevarov, 1a;82;55.266215;61.403919
Chelyabinsk, Stalevarov, 20;86;55.265763;61.402239
Chelyabinsk, Stalevarov, 20a;45;55.26562;61.40144
Chelyabinsk, Stalevarov, 22;257;55.265168;61.402257
Chelyabinsk, Stalevarov, 23;52;55.255867;61.403479
Chelyabinsk, Stalevarov, 25;167;55.255405;61.403533
Chelyabinsk, Stalevarov, 28;31;55.263045;61.402347
Chelyabinsk, Stalevarov, 29;55;55.253851;61.403551
Chelyabinsk, Stalevarov, 3;76;55.265676;61.403039
Chelyabinsk, Stalevarov, 30;131;55.262157;61.402392
Chelyabinsk, Stalevarov, 31;55;55.253255;61.403668
Chelyabinsk, Stalevarov, 32;68;55.260608;61.402428
Chelyabinsk, Stalevarov, 35;45;55.252121;61.403676
Chelyabinsk, Stalevarov, 36a;80;55.259392;61.401134
Chelyabinsk, Stalevarov, 37;159;55.251516;61.403766
Chelyabinsk, Stalevarov, 39;274;55.249279;61.403793
Chelyabinsk, Stalevarov, 3a;77;55.264927;61.403084
Chelyabinsk, Stalevarov, 3b;58;55.264701;61.403865
Chelyabinsk, Stalevarov, 40;52;55.257673;61.402194
Chelyabinsk, Stalevarov, 41;87;55.248145;61.403847
Chelyabinsk, Stalevarov, 42;65;55.257237;61.402554
Chelyabinsk, Stalevarov, 43;32;55.24739;61.403892
Chelyabinsk, Stalevarov, 44;65;55.25675;61.402239
Chelyabinsk, Stalevarov, 44a;188;55.256924;61.401179
Chelyabinsk, Stalevarov, 46a;159;55.256098;61.401089
Chelyabinsk, Stalevarov, 49;188;55.244208;61.404144
Chelyabinsk, Stalevarov, 52;72;55.254959;61.402356
Chelyabinsk, Stalevarov, 60;159;55.252691;61.402625
Chelyabinsk, Stalevarov, 66;347;55.251778;61.40276
Chelyabinsk, Stalevarov, 70;111;55.248514;61.403111
Chelyabinsk, Stalevarov, 76;145;55.24604;61.403245
Chelyabinsk, Stalevarov, 80;418;55.244778;61.402832
Chelyabinsk, Stalevarov, 88a;40;55.242987;61.402536
Chelyabinsk, Stalevarov, 94;207;55.241832;61.402347
Chelyabinsk, Stantsionnaya (Novosineglazovo), 16;53;55.03719;61.36698
Chelyabinsk, Stantsionnaya (Novosineglazovo), 22;50;55.03976;61.368085
Chelyabinsk, Starosmolinskie Kamennye Karery, 6;32;55.084343;61.372253
Chelyabinsk, Startovaya, 13;130;55.180239;61.370484
Chelyabinsk, Startovaya, 15;176;55.180742;61.369271
Chelyabinsk, Stakhanovtsev, 116;59;55.121052;61.431372
Chelyabinsk, Stakhanovtsev, 116a;86;55.122071;61.431237
Chelyabinsk, Stakhanovtsev, 118;135;55.121067;61.430581
Chelyabinsk, Stakhanovtsev, 120a;121;55.121144;61.42997
Chelyabinsk, Stepana Razina, 10a;189;55.139031;61.409129
Chelyabinsk, Stepana Razina, 10b;63;55.139813;61.408195
Chelyabinsk, Stepana Razina, 2;80;55.142931;61.412732
Chelyabinsk, Stepana Razina, 6;32;55.140651;61.41151
Chelyabinsk, Stepana Razina, 6a;45;55.140734;61.410818
Chelyabinsk, Stepana Razina, 6b;90;55.140852;61.41018
Chelyabinsk, Sulimova, 100;193;55.146641;61.395223
Chelyabinsk, Sulimova, 47;32;55.139571;61.384093
Chelyabinsk, Sulimova, 47a;114;55.139849;61.383446
Chelyabinsk, Sulimova, 49a;116;55.140204;61.383949
Chelyabinsk, Sulimova, 51;53;55.140322;61.385045
Chelyabinsk, Sulimova, 71;59;55.145761;61.391495
Chelyabinsk, Sulimova, 73;167;55.146368;61.391459
Chelyabinsk, Sulimova, 75;74;55.146023;61.392205
Chelyabinsk, Sulimova, 75a;263;55.146908;61.391567
Chelyabinsk, Sulimova, 75v;316;55.146661;61.392349
Chelyabinsk, Sulimova, 92a;236;55.144819;61.392088
Chelyabinsk, Sulimova, 92b;124;55.144403;61.391307
Chelyabinsk, Sulimova, 94;44;55.145354;61.392555
Chelyabinsk, Sulimova, 94a;72;55.145061;61.393292
Chelyabinsk, Sulimova, 94b;144;55.145313;61.394433
Chelyabinsk, Sulimova, 94v;60;55.144511;61.392888
Chelyabinsk, Sulimova, 96;144;55.145879;61.392924
Chelyabinsk, Sulimova, 98;61;55.146651;61.393831
Chelyabinsk, Surkova, 11;155;55.115481;61.464124
Chelyabinsk, Surkova, 13;137;55.115208;61.463432
Chelyabinsk, Surkova, 14;56;55.11685;61.463585
Chelyabinsk, Surkova, 16;142;55.116773;61.462696
Chelyabinsk, Surkova, 17;84;55.115965;61.461348
Chelyabinsk, Surkova, 18;277;55.116943;61.461995
Chelyabinsk, Surkova, 21;120;55.116145;61.458851
Chelyabinsk, Surkova, 23;62;55.116541;61.458842
Chelyabinsk, Surkova, 24;64;55.117757;61.458276
Chelyabinsk, Surkova, 28;62;55.11804;61.456803
Chelyabinsk, Surkova, 4;64;55.115785;61.467834
Chelyabinsk, Surkova, 5;226;55.11495;61.466864
Chelyabinsk, Surkova, 5a;41;55.114688;61.466657
Chelyabinsk, Surkova, 6;49;55.115934;61.46708
Chelyabinsk, Surkova, 7;66;55.115187;61.465714
Chelyabinsk, Tankistov, 136;349;55.17319;61.471904
Chelyabinsk, Tankistov, 138;82;55.172373;61.471508
Chelyabinsk, Tankistov, 138a;40;55.172589;61.470565
Chelyabinsk, Tankistov, 138b;130;55.172846;61.469541
Chelyabinsk, Tankistov, 140;83;55.171745;61.471023
Chelyabinsk, Tankistov, 140a;171;55.172008;61.470125
Chelyabinsk, Tankistov, 140b;44;55.171905;61.468903
Chelyabinsk, Tankistov, 142;31;55.170984;61.470278
Chelyabinsk, Tankistov, 142a;46;55.17101;61.46937
Chelyabinsk, Tankistov, 142b;33;55.171493;61.468849
Chelyabinsk, Tankistov, 144;74;55.1703;61.469963
Chelyabinsk, Tankistov, 144a;46;55.170444;61.469083
Chelyabinsk, Tankistov, 146/1;31;55.169154;61.468634
Chelyabinsk, Tankistov, 146a;43;55.16974;61.468571
Chelyabinsk, Tankistov, 148a;31;55.16829;61.467771
Chelyabinsk, Tankistov, 148b;144;55.168506;61.466909
Chelyabinsk, Tankistov, 148v;131;55.168665;61.466154
Chelyabinsk, Tankistov, 150;216;55.1674;61.46787
Chelyabinsk, Tankistov, 150v;148;55.167956;61.465705
Chelyabinsk, Tankistov, 150g;125;55.16776;61.466451
Chelyabinsk, Tankistov, 150d;121;55.167534;61.467151
Chelyabinsk, Tankistov, 152;92;55.166536;61.467017
Chelyabinsk, Tankistov, 152a;52;55.165405;61.466289
Chelyabinsk, Tankistov, 154;118;55.165205;61.465157
Chelyabinsk, Tankistov, 156b;59;55.165395;61.46443
Chelyabinsk, Tankistov, 156v;90;55.165554;61.463657
Chelyabinsk, Tankistov, 179;330;55.169545;61.470673
Chelyabinsk, Tankistov, 181;124;55.168598;61.470242
Chelyabinsk, Tankistov, 187a;33;55.166336;61.468903
Chelyabinsk, Tankistov, 189a;68;55.165924;61.46884
Chelyabinsk, Tankistov, 191a;51;55.165395;61.468921
Chelyabinsk, Tankistov, 193;30;55.164953;61.467062
Chelyabinsk, Tankistov, 193v;473;55.164515;61.469137
Chelyabinsk, Tankistov, 40a;119;55.188853;61.475263
Chelyabinsk, Tankistov, 60;146;55.185641;61.474841
Chelyabinsk, Tankistov, 60a;75;55.185759;61.474095
Chelyabinsk, Tankistov, 62;193;55.184998;61.475093
Chelyabinsk, Tarasova, 38;206;55.13937;61.382845
Chelyabinsk, Tarasova, 40;242;55.139859;61.38182
Chelyabinsk, Tarasova, 48;185;55.140559;61.379161
Chelyabinsk, Tatischeva, 264;230;55.172717;61.283356
Chelyabinsk, Tatischeva, 268;43;55.17283;61.285036
Chelyabinsk, Tatyanichevoy, 12a;40;55.149913;61.367807
Chelyabinsk, Tatyanichevoy, 15;44;55.146893;61.368579
Chelyabinsk, Tatyanichevoy, 17;219;55.146219;61.368651
Chelyabinsk, Tatyanichevoy, 3;69;55.152871;61.36822
Chelyabinsk, Tatyanichevoy, 9;30;55.151096;61.368373
Chelyabinsk, Teatralnyy pereulok, 10;245;55.256821;61.387408
Chelyabinsk, Teatralnyy pereulok, 16;195;55.256816;61.383509
Chelyabinsk, Teatralnyy pereulok, 4;56;55.256662;61.38986
Chelyabinsk, Teatralnyy pereulok, 5;69;55.256355;61.387031
Chelyabinsk, Teatralnyy pereulok, 6;136;55.256898;61.388863
Chelyabinsk, Teatralnyy pereulok, 7;80;55.256329;61.386312
Chelyabinsk, Televizionnaya, 1;85;55.150093;61.407315
Chelyabinsk, Televizionnaya, 4;49;55.151045;61.406165
Chelyabinsk, Televizionnaya, 6;45;55.150021;61.40656
Chelyabinsk, Televizionnaya, 6b;42;55.150139;61.40488
Chelyabinsk, Telegrafnaya, 6;31;55.105326;61.366351
Chelyabinsk, Teplichnaya, 1;497;55.187193;61.370376
Chelyabinsk, Teplichnaya, 3;118;55.186499;61.369657
Chelyabinsk, Teplichnaya, 5;188;55.185841;61.36875
Chelyabinsk, Teplovoznaya, 9;59;55.115491;61.394379
Chelyabinsk, Ternopolskaya, 23;177;55.152351;61.371166
Chelyabinsk, Ternopolskaya, 27;61;55.151173;61.371418
Chelyabinsk, Tekhnikumovskaya, 19;396;55.140873;61.388818
Chelyabinsk, Tekhnikumovskaya, 34;45;55.141043;61.389555
Chelyabinsk, Timiryazeva, 10;81;55.1591;61.417034
Chelyabinsk, Timiryazeva, 12;374;55.158827;61.415085
Chelyabinsk, Timiryazeva, 2;56;55.158971;61.421212
Chelyabinsk, Timiryazeva, 21;98;55.158333;61.413863
Chelyabinsk, Timiryazeva, 21a;226;55.157835;61.414043
Chelyabinsk, Timiryazeva, 25;245;55.158164;61.411528
Chelyabinsk, Timiryazeva, 27;67;55.158061;61.410558
Chelyabinsk, Timiryazeva, 28;213;55.158323;61.407854
Chelyabinsk, Timiryazeva, 29;80;55.157644;61.40868
Chelyabinsk, Timiryazeva, 30;314;55.157922;61.405518
Chelyabinsk, Timiryazeva, 41a;62;55.157336;61.400748
Chelyabinsk, Timiryazeva, 8;88;55.158889;61.417852
Chelyabinsk, Titanovaya, 1;43;55.18946;61.376943
Chelyabinsk, Tolbukhina, 5;696;55.113951;61.351107
Chelyabinsk, Traktovaya (AMZ), 19a;70;55.106314;61.335476
Chelyabinsk, Traktovaya (AMZ), 21;127;55.105944;61.336995
Chelyabinsk, Traktovaya (AMZ), 21a;150;55.10548;61.33633
Chelyabinsk, Traktovaya (AMZ), 23;94;55.105413;61.337417
Chelyabinsk, Traktovaya (AMZ), 24;29;55.105377;61.338288
Chelyabinsk, Traktovaya (AMZ), 25;48;55.105181;61.338674
Chelyabinsk, Traktovaya (AMZ), 27;35;55.104795;61.341917
Chelyabinsk, Traktovaya, 22;31;55.105799;61.337947
Chelyabinsk, Traktovaya, 23a;80;55.105053;61.337021
Chelyabinsk, Trashutina, 11;185;55.171694;61.530537
Chelyabinsk, Trashutina, 13;104;55.171411;61.530141
Chelyabinsk, Trashutina, 17;281;55.17138;61.529207
Chelyabinsk, Trashutina, 19;86;55.171514;61.52821
Chelyabinsk, Trashutina, 21;103;55.171221;61.527842
Chelyabinsk, Trashutina, 22;179;55.172547;61.522416
Chelyabinsk, Trashutina, 24;301;55.172146;61.521571
Chelyabinsk, Trashutina, 25;257;55.171349;61.526791
Chelyabinsk, Trashutina, 27;172;55.171375;61.525964
Chelyabinsk, Trashutina, 28;171;55.172038;61.519883
Chelyabinsk, Trashutina, 29;433;55.171087;61.525524
Chelyabinsk, Trashutina, 30;102;55.172445;61.520745
Chelyabinsk, Trashutina, 32;283;55.172301;61.518832
Chelyabinsk, Trashutina, 33;778;55.17082;61.523125
Chelyabinsk, Trashutina, 35;290;55.170403;61.520862
Chelyabinsk, Trashutina, 41;266;55.169946;61.519164
Chelyabinsk, Trashutina, 43;67;55.169529;61.518266
Chelyabinsk, Trashutina, 45;124;55.169617;61.517197
Chelyabinsk, Trashutina, 47;217;55.169714;61.516244
Chelyabinsk, Trashutina, 49;81;55.169102;61.516397
Chelyabinsk, Trashutina, 9;243;55.17155;61.531507
Chelyabinsk, Troitskaya, 1a;130;55.126055;61.375254
Chelyabinsk, Troitskiy trakt, 40a;89;55.115301;61.388109
Chelyabinsk, Troitskiy trakt, 44;85;55.114307;61.387677
Chelyabinsk, Troitskiy trakt, 48;62;55.113231;61.388163
Chelyabinsk, Trubnikov, 11;30;55.129828;61.469245
Chelyabinsk, Trubnikov, 13;30;55.130323;61.468562
Chelyabinsk, Trubnikov, 25;135;55.133112;61.463396
Chelyabinsk, Trubnikov, 27;61;55.133488;61.462768
Chelyabinsk, Trubnikov, 39;41;55.135181;61.460109
Chelyabinsk, Trubnikov, 43;43;55.135516;61.458869
Chelyabinsk, Trubnikov, 7;74;55.12902;61.471212
Chelyabinsk, Trubosvarochnaya 1-ya, 2;732;55.120197;61.513927
Chelyabinsk, Trubosvarochnaya 1-ya, 4;36;55.118565;61.514035
Chelyabinsk, Trubosvarochnaya 1-ya, 4a;64;55.119291;61.512373
Chelyabinsk, Truda, 156v;3 806;55.169344;61.379
Chelyabinsk, Truda, 158;1 348;55.169802;61.377652
Chelyabinsk, Truda, 161;44;55.167087;61.38783
Chelyabinsk, Truda, 162;1 386;55.17027;61.376413
Chelyabinsk, Truda, 163;43;55.16704;61.387085
Chelyabinsk, Truda, 165;74;55.16702;61.386285
Chelyabinsk, Truda, 17;155;55.167565;61.419352
Chelyabinsk, Truda, 173;413;55.167087;61.383689
Chelyabinsk, Truda, 177;31;55.167174;61.381686
Chelyabinsk, Truda, 19;211;55.167097;61.417951
Chelyabinsk, Truda, 24;556;55.16864;61.425398
Chelyabinsk, Truda, 26;41;55.168614;61.424401
Chelyabinsk, Truda, 28;116;55.168655;61.423296
Chelyabinsk, Truda, 3;161;55.167364;61.426395
Chelyabinsk, Truda, 30;112;55.16867;61.421769
Chelyabinsk, Truda, 4;41;55.167364;61.426395
Chelyabinsk, Truda, 5;136;55.167354;61.425497
Chelyabinsk, Truda, 5a;687;55.166408;61.425901
Chelyabinsk, Truda, 7;276;55.167298;61.424598
Chelyabinsk, Truda, 9;60;55.167298;61.4237
Chelyabinsk, Trudovaya, 1;75;55.267661;61.401709
Chelyabinsk, Trudovaya, 11;90;55.267266;61.398251
Chelyabinsk, Trudovaya, 15;63;55.267594;61.395771
Chelyabinsk, Trudovaya, 17a;43;55.266943;61.394828
Chelyabinsk, Trudovaya, 18;235;55.268123;61.392735
Chelyabinsk, Trudovaya, 20;102;55.268025;61.391486
Chelyabinsk, Trudovaya, 21;88;55.267317;61.393472
Chelyabinsk, Trudovaya, 23;32;55.267323;61.392771
Chelyabinsk, Trudovaya, 25a;46;55.266728;61.392412
Chelyabinsk, Trudovaya, 27a;88;55.266728;61.391738
Chelyabinsk, Trudovaya, 29;161;55.267261;61.390669
Chelyabinsk, Trudovaya, 3;64;55.267271;61.400946
Chelyabinsk, Trudovaya, 31;242;55.267256;61.389986
Chelyabinsk, Trudovaya, 33;33;55.267276;61.389285
Chelyabinsk, Trudovaya, 7;132;55.267276;61.399463
Chelyabinsk, Trudovaya, 9a;76;55.266687;61.39905
Chelyabinsk, Turbinnaya, 49;78;55.18672;61.430482
Chelyabinsk, Turbinnaya, 61;149;55.18652;61.422945
Chelyabinsk, Turbinnaya, 63;111;55.186474;61.421526
Chelyabinsk, Turukhanskaya, 32;78;55.103425;61.483339
Chelyabinsk, Turukhanskaya, 42;363;55.09985;61.486205
Chelyabinsk, Turukhanskaya, 45;135;55.101149;61.486007
Chelyabinsk, Tukhachevskogo, 1;89;55.145087;61.437175
Chelyabinsk, Tukhachevskogo, 10a;66;55.147237;61.432683
Chelyabinsk, Tukhachevskogo, 12;281;55.14787;61.4298
Chelyabinsk, Tukhachevskogo, 13;390;55.145313;61.43351
Chelyabinsk, Tukhachevskogo, 14;630;55.147577;61.428632
Chelyabinsk, Tukhachevskogo, 19;167;55.146425;61.427769
Chelyabinsk, Tukhachevskogo, 6;137;55.146239;61.435414
Chelyabinsk, Tukhachevskogo, 8a;36;55.147068;61.43359
Chelyabinsk, Ugolnaya, 23;45;55.11942;61.521491
Chelyabinsk, Udarnaya, 2a;66;55.117257;61.391998
Chelyabinsk, Ulyany Gromovoy, 10;83;55.184659;61.42299
Chelyabinsk, Ulyany Gromovoy, 12;157;55.184598;61.421697
Chelyabinsk, Universitetskaya Naberezhnaya, 105;330;55.170429;61.311186
Chelyabinsk, Universitetskaya Naberezhnaya, 14;146;55.175966;61.367744
Chelyabinsk, Universitetskaya Naberezhnaya, 16;205;55.17629;61.366729
Chelyabinsk, Universitetskaya Naberezhnaya, 18;140;55.176234;61.364842
Chelyabinsk, Universitetskaya Naberezhnaya, 20;94;55.176198;61.363701
Chelyabinsk, Universitetskaya Naberezhnaya, 22;400;55.176306;61.362722
Chelyabinsk, Universitetskaya Naberezhnaya, 22a;114;55.176964;61.361941
Chelyabinsk, Universitetskaya Naberezhnaya, 22b;191;55.17756;61.362049
Chelyabinsk, Universitetskaya Naberezhnaya, 24;117;55.176882;61.359174
Chelyabinsk, Universitetskaya Naberezhnaya, 28;1 560;55.174949;61.352428
Chelyabinsk, Universitetskaya Naberezhnaya, 30;629;55.175072;61.349355
Chelyabinsk, Universitetskaya Naberezhnaya, 32;123;55.17502;61.34693
Chelyabinsk, Universitetskaya Naberezhnaya, 36;267;55.17502;61.342977
Chelyabinsk, Universitetskaya Naberezhnaya, 36a;363;55.175982;61.344981
Chelyabinsk, Universitetskaya Naberezhnaya, 36b;309;55.176116;61.344055
Chelyabinsk, Universitetskaya Naberezhnaya, 44;210;55.175144;61.330832
Chelyabinsk, Universitetskaya Naberezhnaya, 46;1 169;55.175396;61.329071
Chelyabinsk, Universitetskaya Naberezhnaya, 48;99;55.175123;61.327445
Chelyabinsk, Universitetskaya Naberezhnaya, 52;2 909;55.175149;61.323322
Chelyabinsk, Universitetskaya Naberezhnaya, 56;1 241;55.174563;61.318705
Chelyabinsk, Universitetskaya Naberezhnaya, 59;1 164;55.173817;61.32723
Chelyabinsk, Universitetskaya Naberezhnaya, 60;396;55.173005;61.313665
Chelyabinsk, Universitetskaya Naberezhnaya, 62;4 217;55.172563;61.311635
Chelyabinsk, Universitetskaya Naberezhnaya, 64;649;55.17154;61.310377
Chelyabinsk, Universitetskaya Naberezhnaya, 80;280;55.166115;61.301502
Chelyabinsk, Universitetskaya Naberezhnaya, 82;201;55.164983;61.301529
Chelyabinsk, Universitetskaya Naberezhnaya, 85;6 486;55.173447;61.321741
Chelyabinsk, Universitetskaya Naberezhnaya, 88;209;55.162155;61.301727
Chelyabinsk, Universitetskaya Naberezhnaya, 92;109;55.160489;61.301978
Chelyabinsk, Universitetskaya Naberezhnaya, 94;712;55.15893;61.30302
Chelyabinsk, Universitetskaya Naberezhnaya, 97;2 734;55.172296;61.315282
Chelyabinsk, Universitetskaya Naberezhnaya, 97a;3 971;55.172146;61.3168
Chelyabinsk, Uralskaya, 15;44;55.124146;61.505258
Chelyabinsk, Uralskaya, 27;50;55.124671;61.500874
Chelyabinsk, Festivalnaya, 10;44;55.075561;61.394253
Chelyabinsk, Kharisa Yusupova, 101;271;55.207644;61.291082
Chelyabinsk, Kharisa Yusupova, 101a;98;55.207742;61.291962
Chelyabinsk, Kharisa Yusupova, 103;65;55.208373;61.291621
Chelyabinsk, Kharisa Yusupova, 105;130;55.208666;61.292133
Chelyabinsk, Kharisa Yusupova, 54;85;55.203704;61.2918
Chelyabinsk, Kharisa Yusupova, 58;56;55.204279;61.28986
Chelyabinsk, Kharisa Yusupova, 62;35;55.204634;61.291719
Chelyabinsk, Kharisa Yusupova, 64;67;55.204772;61.290255
Chelyabinsk, Kharisa Yusupova, 66;110;55.205245;61.291279
Chelyabinsk, Kharisa Yusupova, 68;336;55.205194;61.289653
Chelyabinsk, Kharisa Yusupova, 70;75;55.205373;61.288117
Chelyabinsk, Kharisa Yusupova, 70a;67;55.205574;61.288369
Chelyabinsk, Kharisa Yusupova, 72;41;55.205548;61.290237
Chelyabinsk, Kharlova, 13;65;55.148776;61.431587
Chelyabinsk, Kharlova, 15;334;55.148704;61.429036
